track_id,status,last_updated
0,To Explore,2025-03-29 21:50:48
56,Explored!,2025-03-29 21:50:48
54,Explored!,2025-03-29 21:50:48
55,Explored!,2025-03-29 21:50:48
106,Explored!,2025-03-29 21:50:48
52,Explored!,2025-03-29 21:50:48
47,Explored!,2025-03-29 21:50:48
48,Explored!,2025-03-29 21:50:48
50,To Explore,2025-03-29 21:50:48
49,Explored!,2025-03-29 21:50:48
112,To Explore,2025-03-29 21:50:48
